"Município";"Poliomielite";"Poliomielite 4 anos";" Total"
"314550 OLIMPIO NORONHA";"103,23";"64,29";"84,75"
"314560 OLIVEIRA";"103,35";"70,41";"84,97"
"314570 OLIVEIRA FORTES";"233,33";"36,00";"100,00"
"314580 ONCA DE PITANGUI";"80,00";"53,85";"66,22"
"314585 ORATORIOS";"140,38";"122,95";"130,97"
"314587 ORIZANIA";"91,67";"106,90";"99,15"
"314590 OURO BRANCO";"83,33";"84,88";"84,04"
"314600 OURO FINO";"85,12";"64,90";"75,34"
"314610 OURO PRETO";"81,85";"63,90";"72,62"
"314620 OURO VERDE DE MINAS";"85,58";"123,60";"103,11"
"314625 PADRE CARVALHO";"93,75";"55,20";"70,24"
"314630 PADRE PARAISO";"95,20";"62,19";"76,67"
"314640 PAINEIRAS";"181,48";"85,00";"123,88"
"314650 PAINS";"97,70";"80,85";"88,95"
"314655 PAI PEDRO";"98,39";"71,13";"81,76"
"314660 PAIVA";"84,62";"100,00";"92,86"
"314670 PALMA";"75,38";"71,43";"73,24"
"314675 PALMOPOLIS";"106,10";"72,45";"87,78"
"314690 PAPAGAIOS";"88,14";"84,09";"85,89"
"314700 PARACATU";"90,77";"69,12";"80,17"
"314710 PARA DE MINAS";"75,31";"57,89";"66,79"
"314720 PARAGUACU";"81,85";"90,28";"85,88"
"314730 PARAISOPOLIS";"87,14";"70,04";"78,08"
"314740 PARAOPEBA";"102,62";"87,19";"94,72"
"314750 PASSABEM";"123,08";"72,73";"91,43"
"314760 PASSA QUATRO";"77,55";"68,16";"72,80"
"314770 PASSA TEMPO";"101,56";"63,64";"79,61"
"314780 PASSA-VINTE";"80,95";"76,00";"78,26"
"314790 PASSOS";"78,68";"66,64";"73,01"
"314795 PATIS";"106,00";"64,13";"78,87"
"314800 PATOS DE MINAS";"76,70";"71,55";"74,29"
"314810 PATROCINIO";"90,90";"86,24";"88,72"
"314820 PATROCINIO DO MURIAE";"152,38";"42,37";"88,12"
"314830 PAULA CANDIDO";"101,28";"56,10";"73,63"
"314840 PAULISTAS";"114,00";"72,00";"88,80"
"314850 PAVAO";"124,42";"78,74";"97,18"
"314860 PECANHA";"102,88";"62,37";"79,39"
"314870 PEDRA AZUL";"81,61";"50,13";"63,69"
"314875 PEDRA BONITA";"93,27";"40,16";"64,07"
"314880 PEDRA DO ANTA";"80,65";"97,37";"89,86"
"314890 PEDRA DO INDAIA";"102,70";"95,83";"98,82"
"314900 PEDRA DOURADA";"58,62";"43,33";"50,85"
"314910 PEDRALVA";"87,01";"133,33";"108,13"
"314915 PEDRAS DE MARIA DA CRUZ";"94,26";"81,21";"86,76"
"314920 PEDRINOPOLIS";"87,88";"66,67";"75,64"
"314930 PEDRO LEOPOLDO";"92,60";"88,70";"90,66"
"314940 PEDRO TEIXEIRA";"420,00";"90,91";"151,85"
"314950 PEQUERI";"233,33";"227,78";"230,16"
"314960 PEQUI";"145,24";"159,18";"152,75"
"314970 PERDIGAO";"103,60";"32,39";"67,62"
"314980 PERDIZES";"99,51";"74,45";"86,28"
"314990 PERDOES";"110,80";"89,17";"98,32"
"314995 PERIQUITO";"90,27";"61,54";"76,50"
"315000 PESCADOR";"88,89";"60,94";"73,73"
"315010 PIAU";"125,00";"93,55";"104,26"
"315015 PIEDADE DE CARATINGA";"83,46";"53,91";"69,42"
"315020 PIEDADE DE PONTE NOVA";"137,21";"110,34";"121,78"
"315030 PIEDADE DO RIO GRANDE";"106,12";"70,91";"87,50"
"315040 PIEDADE DOS GERAIS";"98,11";"83,33";"90,27"
"315050 PIMENTA";"167,16";"73,27";"110,71"
"315053 PINGO-D\'AGUA";"92,42";"70,13";"80,42"
"315057 PINTOPOLIS";"78,57";"68,89";"73,28"
"315060 PIRACEMA";"114,81";"60,94";"85,59"
"315070 PIRAJUBA";"86,81";"86,67";"86,75"
"315080 PIRANGA";"101,32";"63,09";"78,12"
"315090 PIRANGUCU";"100,00";"100,00";"100,00"
"315100 PIRANGUINHO";"92,08";"77,00";"84,58"
"315110 PIRAPETINGA";"101,19";"109,84";"104,83"
"315120 PIRAPORA";"86,81";"66,71";"77,06"
"315130 PIRAUBA";"99,16";"64,71";"80,78"
"315140 PITANGUI";"69,25";"50,27";"59,44"
"315150 PIUMHI";"96,07";"75,26";"86,29"
"315160 PLANURA";"90,62";"58,82";"72,48"
"315170 POCO FUNDO";"100,61";"85,03";"92,29"
"315180 POCOS DE CALDAS";"82,57";"75,82";"79,32"
"315190 POCRANE";"130,99";"100,98";"113,29"
"315200 POMPEU";"102,44";"81,26";"91,44"
"315210 PONTE NOVA";"87,85";"81,52";"84,72"
"315213 PONTO CHIQUE";"127,59";"100,00";"112,21"
"315217 PONTO DOS VOLANTES";"93,20";"62,50";"75,21"
"315220 PORTEIRINHA";"90,51";"72,45";"80,56"
"315230 PORTO FIRME";"81,55";"66,95";"73,76"
"315240 POTE";"99,35";"55,47";"72,25"
"315250 POUSO ALEGRE";"78,02";"88,33";"82,71"
"315260 POUSO ALTO";"112,50";"105,00";"108,87"
"315270 PRADOS";"91,03";"63,33";"74,24"
"315280 PRATA";"83,24";"67,02";"75,03"
"315290 PRATAPOLIS";"68,75";"47,31";"57,23"
"315300 PRATINHA";"74,51";"113,16";"91,01"
"315310 PRESIDENTE BERNARDES";"85,42";"90,54";"88,52"
"315320 PRESIDENTE JUSCELINO";"92,50";"52,00";"70,00"
"315330 PRESIDENTE KUBITSCHEK";"88,89";"95,65";"92,31"
"315340 PRESIDENTE OLEGARIO";"77,78";"73,76";"75,66"
"315350 ALTO JEQUITIBA";"93,07";"90,99";"91,98"
"315360 PRUDENTE DE MORAIS";"108,73";"102,26";"105,41"
"315370 QUARTEL GERAL";"88,24";"78,26";"82,50"
"315380 QUELUZITO";"163,64";"77,78";"110,34"
"315390 RAPOSOS";"44,16";"45,77";"44,97"
"315400 RAUL SOARES";"98,52";"91,56";"94,81"
"315410 RECREIO";"85,71";"90,52";"88,32"
"315415 REDUTO";"71,15";"55,88";"63,59"
"315420 RESENDE COSTA";"66,67";"90,91";"79,67"
"315430 RESPLENDOR";"111,71";"87,95";"99,30"
"315440 RESSAQUINHA";"109,62";"79,25";"94,29"
"315445 RIACHINHO";"130,67";"66,36";"92,43"
"315450 RIACHO DOS MACHADOS";"68,27";"43,23";"53,28"
"315460 RIBEIRAO DAS NEVES";"73,99";"70,89";"72,47"
"315470 RIBEIRAO VERMELHO";"107,32";"62,79";"84,52"
"315480 RIO ACIMA";"87,16";"96,46";"91,19"
"315490 RIO CASCA";"113,29";"71,21";"88,86"
"315500 RIO DOCE";"164,29";"45,83";"89,47"
"315510 RIO DO PRADO";"93,94";"50,68";"71,22"
"315520 RIO ESPERA";"204,00";"62,86";"100,00"
"315530 RIO MANSO";"43,64";"71,93";"58,04"
"315540 RIO NOVO";"96,77";"61,47";"77,72"
"315550 RIO PARANAIBA";"85,42";"81,33";"83,23"
"315560 RIO PARDO DE MINAS";"97,85";"78,34";"87,09"
"315570 RIO PIRACICABA";"87,97";"69,27";"78,04"
"315580 RIO POMBA";"76,74";"97,44";"86,59"
"315590 RIO PRETO";"202,22";"162,90";"179,44"
"315600 RIO VERMELHO";"66,67";"43,60";"52,60"
"315610 RITAPOLIS";"137,78";"89,36";"113,04"
"315620 ROCHEDO DE MINAS";"103,57";"79,31";"91,23"
"315630 RODEIRO";"124,53";"152,08";"137,62"
"315640 ROMARIA";"112,12";"60,42";"81,48"
"315645 ROSARIO DA LIMEIRA";"116,00";"83,05";"98,17"
"315650 RUBELITA";"97,62";"32,23";"49,08"
"315660 RUBIM";"95,74";"49,08";"66,15"
"315670 SABARA";"72,74";"56,44";"64,74"
"315680 SABINOPOLIS";"96,34";"72,89";"82,78"
"315690 SACRAMENTO";"90,58";"92,24";"91,40"
"315700 SALINAS";"94,26";"66,29";"79,61"
"315710 SALTO DA DIVISA";"55,42";"28,00";"38,94"
"315720 SANTA BARBARA";"89,37";"121,99";"105,03"
"315725 SANTA BARBARA DO LESTE";"153,25";"77,48";"108,51"
"315727 SANTA BARBARA DO MONTE VERDE";"172,00";"58,33";"104,92"
"315730 SANTA BARBARA DO TUGURIO";"134,38";"107,02";"116,85"
"315733 SANTA CRUZ DE MINAS";"89,11";"82,14";"85,45"
"315737 SANTA CRUZ DE SALINAS";"117,86";"45,59";"66,67"
"315740 SANTA CRUZ DO ESCALVADO";"97,50";"90,00";"93,00"
"315750 SANTA EFIGENIA DE MINAS";"82,54";"56,58";"68,35"
"315760 SANTA FE DE MINAS";"96,08";"80,65";"87,61"
"315765 SANTA HELENA DE MINAS";"90,43";"75,42";"82,08"
"315770 SANTA JULIANA";"84,85";"95,48";"89,87"
"315780 SANTA LUZIA";"84,13";"65,41";"75,00"
"315790 SANTA MARGARIDA";"122,77";"57,36";"87,76"
"315800 SANTA MARIA DE ITABIRA";"85,29";"97,84";"91,64"
"315810 SANTA MARIA DO SALTO";"136,17";"21,84";"61,94"
"315820 SANTA MARIA DO SUACUI";"78,87";"51,60";"64,41"
"315830 SANTANA DA VARGEM";"98,68";"83,17";"89,83"
"315840 SANTANA DE CATAGUASES";"93,10";"50,00";"68,12"
"315850 SANTANA DE PIRAPAMA";"100,00";"50,00";"67,30"
"315860 SANTANA DO DESERTO";"83,33";"63,46";"71,59"
"315870 SANTANA DO GARAMBEU";"117,39";"75,00";"92,73"
"315880 SANTANA DO JACARE";"73,44";"33,33";"54,55"
"315890 SANTANA DO MANHUACU";"129,09";"66,19";"93,98"
"315895 SANTANA DO PARAISO";"86,63";"91,23";"88,49"
"315900 SANTANA DO RIACHO";"98,08";"154,35";"124,49"
"315910 SANTANA DOS MONTES";"93,75";"62,96";"74,42"
"315920 SANTA RITA DE CALDAS";"77,53";"77,78";"77,66"
"315930 SANTA RITA DE JACUTINGA";"102,27";"101,96";"102,11"
"315935 SANTA RITA DE MINAS";"95,56";"77,55";"86,17"
"315940 SANTA RITA DE IBITIPOCA";"96,67";"69,77";"80,82"
"315950 SANTA RITA DO ITUETO";"110,39";"102,56";"106,45"
"315960 SANTA RITA DO SAPUCAI";"89,79";"83,30";"86,61"
"315970 SANTA ROSA DA SERRA";"92,31";"60,42";"74,71"
"315980 SANTA VITORIA";"88,32";"108,02";"97,46"
"315990 SANTO ANTONIO DO AMPARO";"142,64";"100,81";"119,37"
"316000 SANTO ANTONIO DO AVENTUREIRO";"140,62";"69,44";"102,94"
"316010 SANTO ANTONIO DO GRAMA";"112,31";"180,85";"141,07"
"316020 SANTO ANTONIO DO ITAMBE";"86,79";"98,63";"93,65"
"316030 SANTO ANTONIO DO JACINTO";"113,82";"40,11";"69,35"
"316040 SANTO ANTONIO DO MONTE";"112,61";"96,36";"104,48"
"316045 SANTO ANTONIO DO RETIRO";"117,91";"51,26";"75,27"
"316050 SANTO ANTONIO DO RIO ABAIXO";"93,75";"54,17";"70,00"
"316060 SANTO HIPOLITO";"90,00";"61,36";"72,97"
"316070 SANTOS DUMONT";"112,24";"89,41";"100,50"
"316080 SAO BENTO ABADE";"100,00";"65,79";"81,69"
"316090 SAO BRAS DO SUACUI";"76,19";"128,95";"101,25"
"316095 SAO DOMINGOS DAS DORES";"87,50";"85,54";"86,59"
"316100 SAO DOMINGOS DO PRATA";"88,51";"85,44";"86,84"
"316105 SAO FELIX DE MINAS";"102,44";"64,71";"81,52"
"316110 SAO FRANCISCO";"84,35";"76,75";"80,29"
"316120 SAO FRANCISCO DE PAULA";"88,16";"67,50";"77,56"
"316130 SAO FRANCISCO DE SALES";"64,20";"92,31";"77,99"
"316140 SAO FRANCISCO DO GLORIA";"131,91";"60,00";"91,59"
"316150 SAO GERALDO";"103,23";"61,70";"78,21"
"316160 SAO GERALDO DA PIEDADE";"123,26";"34,85";"69,72"
"316165 SAO GERALDO DO BAIXIO";"115,38";"46,15";"75,82"
"316170 SAO GONCALO DO ABAETE";"111,86";"73,58";"87,27"
"316180 SAO GONCALO DO PARA";"115,70";"100,00";"107,01"
"316190 SAO GONCALO DO RIO ABAIXO";"101,36";"106,38";"103,82"
"316200 SAO GONCALO DO SAPUCAI";"100,34";"64,83";"81,52"
"316210 SAO GOTARDO";"91,00";"81,80";"87,28"
"316220 SAO JOAO BATISTA DO GLORIA";"94,38";"89,87";"92,26"
"316225 SAO JOAO DA LAGOA";"184,62";"85,94";"123,30"
"316230 SAO JOAO DA MATA";"89,47";"82,14";"86,36"
"316240 SAO JOAO DA PONTE";"104,36";"74,13";"87,52"
"316245 SAO JOAO DAS MISSOES";"115,91";"85,71";"100,00"
"316250 SAO JOAO DEL REI";"85,22";"75,50";"80,43"
"316255 SAO JOAO DO MANHUACU";"107,47";"86,63";"97,11"
"316257 SAO JOAO DO MANTENINHA";"93,75";"100,00";"96,64"
"316260 SAO JOAO DO ORIENTE";"88,24";"64,13";"77,73"
"316265 SAO JOAO DO PACUI";"117,50";"57,58";"80,19"
"316270 SAO JOAO DO PARAISO";"99,59";"69,16";"82,27"
"316280 SAO JOAO EVANGELISTA";"87,26";"57,01";"72,07"
"316290 SAO JOAO NEPOMUCENO";"96,22";"101,37";"98,80"
"316292 SAO JOAQUIM DE BICAS";"89,52";"88,83";"89,19"
"316294 SAO JOSE DA BARRA";"89,36";"4,40";"47,57"
"316295 SAO JOSE DA LAPA";"84,26";"60,48";"73,34"
"316300 SAO JOSE DA SAFIRA";"85,00";"43,59";"61,59"
"316310 SAO JOSE DA VARGINHA";"73,81";"33,33";"49,52"
"316320 SAO JOSE DO ALEGRE";"94,64";"106,67";"100,00"
"316330 SAO JOSE DO DIVINO";"75,51";"94,74";"85,85"
"316340 SAO JOSE DO GOIABAL";"102,04";"90,77";"95,61"
"316350 SAO JOSE DO JACURI";"100,00";"71,43";"83,72"
"316360 SAO JOSE DO MANTIMENTO";"102,63";"82,05";"92,21"
"316370 SAO LOURENCO";"78,11";"71,08";"74,73"
"316380 SAO MIGUEL DO ANTA";"89,83";"48,86";"65,31"
"316390 SAO PEDRO DA UNIAO";"63,93";"131,91";"93,52"
"316400 SAO PEDRO DOS FERROS";"112,99";"62,16";"82,98"
"316410 SAO PEDRO DO SUACUI";"77,27";"72,97";"75,00"
"316420 SAO ROMAO";"83,05";"42,05";"58,50"
"316430 SAO ROQUE DE MINAS";"106,35";"70,89";"86,62"
"316440 SAO SEBASTIAO DA BELA VISTA";"114,29";"94,12";"105,26"
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";"228,57";"138,71";"175,00"
"316447 SAO SEBASTIAO DO ANTA";"134,18";"71,03";"97,85"
"316450 SAO SEBASTIAO DO MARANHAO";"78,26";"36,67";"50,74"
"316460 SAO SEBASTIAO DO OESTE";"120,69";"110,11";"116,10"
"316470 SAO SEBASTIAO DO PARAISO";"92,20";"93,49";"92,80"
"316480 SAO SEBASTIAO DO RIO PRETO";"46,67";"52,38";"50,00"
"316490 SAO SEBASTIAO DO RIO VERDE";"158,82";"73,91";"110,00"
"316500 SAO TIAGO";"86,82";"89,13";"88,01"
"316510 SAO TOMAS DE AQUINO";"125,76";"93,00";"106,02"
"316520 SAO THOME DAS LETRAS";"104,35";"69,57";"84,47"
"316530 SAO VICENTE DE MINAS";"97,44";"72,22";"83,93"
"316540 SAPUCAI-MIRIM";"101,32";"50,56";"73,94"
"316550 SARDOA";"141,03";"89,16";"114,29"
"316553 SARZEDO";"93,55";"102,51";"97,55"
"316555 SETUBINHA";"91,76";"51,34";"67,29"
"316556 SEM-PEIXE";"81,82";"41,94";"58,49"
"316557 SENADOR AMARAL";"170,30";"140,74";"157,14"
"316560 SENADOR CORTES";"100,00";"106,45";"103,51"
"316570 SENADOR FIRMINO";"92,31";"89,53";"90,96"
"316580 SENADOR JOSE BENTO";"54,55";"75,00";"66,67"
"316590 SENADOR MODESTINO GONCALVES";"115,38";"29,23";"61,54"
"316600 SENHORA DE OLIVEIRA";"113,95";"94,59";"101,71"
"316610 SENHORA DO PORTO";"125,00";"77,59";"94,44"
"316620 SENHORA DOS REMEDIOS";"93,40";"88,28";"90,60"
"316630 SERICITA";"120,69";"87,50";"102,01"
"316640 SERITINGA";"144,44";"63,16";"102,70"
"316650 SERRA AZUL DE MINAS";"20,45";"16,44";"17,95"
"316660 SERRA DA SAUDADE";"175,00";"40,00";"78,57"
"316670 SERRA DOS AIMORES";"100,00";"44,14";"63,18"
"316680 SERRA DO SALITRE";"102,26";"94,55";"98,54"
"316690 SERRANIA";"97,83";"86,84";"91,75"
"316695 SERRANOPOLIS DE MINAS";"90,70";"47,22";"63,48"
"316700 SERRANOS";"64,29";"41,67";"53,85"
"316710 SERRO";"90,91";"43,66";"64,34"
"316720 SETE LAGOAS";"88,82";"85,54";"87,17"
"316730 SILVEIRANIA";"78,57";"91,30";"84,31"
"316740 SILVIANOPOLIS";"119,23";"83,33";"97,69"
"316750 SIMAO PEREIRA";"63,64";"71,88";"67,69"
"316760 SIMONESIA";"92,21";"58,00";"75,33"
"316770 SOBRALIA";"83,05";"68,00";"74,63"
"316780 SOLEDADE DE MINAS";"90,32";"65,33";"76,64"
"316790 TABULEIRO";"134,29";"86,96";"107,41"
"316800 TAIOBEIRAS";"82,43";"66,74";"74,53"
"316805 TAPARUBA";"80,56";"117,07";"100,00"
"316810 TAPIRA";"121,74";"90,20";"105,15"
"316820 TAPIRAI";"184,62";"34,62";"84,62"
"316830 TAQUARACU DE MINAS";"84,21";"50,98";"65,17"
"316840 TARUMIRIM";"91,37";"48,97";"66,67"
"316850 TEIXEIRAS";"88,33";"96,67";"92,50"
"316860 TEOFILO OTONI";"80,65";"67,39";"74,13"
"316870 TIMOTEO";"86,12";"71,01";"78,25"
"316880 TIRADENTES";"84,15";"82,50";"83,33"
"316890 TIROS";"135,90";"113,51";"125,00"
"316900 TOCANTINS";"78,50";"101,08";"88,97"
"316905 TOCOS DO MOJI";"82,35";"97,06";"89,71"
"316910 TOLEDO";"125,00";"100,00";"111,35"
"316920 TOMBOS";"87,50";"77,48";"81,91"
"316930 TRES CORACOES";"91,55";"91,90";"91,72"
"316935 TRES MARIAS";"116,47";"82,25";"97,97"
"316940 TRES PONTAS";"97,74";"101,42";"99,58"
"316950 TUMIRITINGA";"109,88";"61,54";"82,70"
"316960 TUPACIGUARA";"88,41";"78,97";"83,57"
"316970 TURMALINA";"107,05";"83,51";"94,30"
"316980 TURVOLANDIA";"138,00";"105,63";"119,01"
"316990 UBA";"90,02";"93,91";"92,00"
"317000 UBAI";"71,21";"31,74";"46,13"
"317005 UBAPORANGA";"110,95";"76,57";"91,67"
"317010 UBERABA";"79,86";"79,36";"79,63"
"317020 UBERLANDIA";"98,76";"101,74";"100,11"
"317030 UMBURATIBA";"93,33";"102,00";"97,89"
"317040 UNAI";"78,11";"67,84";"73,24"
"317043 UNIAO DE MINAS";"93,48";"92,19";"92,73"
"317047 URUANA DE MINAS";"60,53";"106,67";"85,54"
"317050 URUCANIA";"96,97";"81,33";"88,65"
"317052 URUCUIA";"148,48";"56,99";"80,95"
"317057 VARGEM ALEGRE";"113,11";"78,57";"93,10"
"317060 VARGEM BONITA";"50,00";"92,59";"70,18"
"317065 VARGEM GRANDE DO RIO PARDO";"81,18";"57,53";"70,25"
"317070 VARGINHA";"81,26";"85,85";"83,33"
"317075 VARJAO DE MINAS";"126,19";"79,00";"100,54"
"317080 VARZEA DA PALMA";"103,56";"55,82";"74,01"
"317090 VARZELANDIA";"121,37";"78,07";"96,27"
"317100 VAZANTE";"92,55";"86,72";"89,69"
"317103 VERDELANDIA";"59,73";"41,86";"50,16"
"317107 VEREDINHA";"98,46";"59,26";"76,71"
"317110 VERISSIMO";"64,58";"28,57";"45,19"
"317115 VERMELHO NOVO";"145,45";"75,38";"103,67"
"317120 VESPASIANO";"81,01";"67,84";"74,99"
"317130 VICOSA";"93,42";"70,92";"82,93"
"317140 VIEIRAS";"137,50";"89,74";"111,27"
"317150 MATHIAS LOBATO";"120,59";"56,90";"80,43"
"317160 VIRGEM DA LAPA";"89,47";"77,13";"82,24"
"317170 VIRGINIA";"104,95";"72,73";"88,15"
"317180 VIRGINOPOLIS";"97,66";"81,69";"89,26"
"317190 VIRGOLANDIA";"130,00";"95,06";"106,61"
"317200 VISCONDE DO RIO BRANCO";"86,33";"86,02";"86,18"
"317210 VOLTA GRANDE";"93,65";"90,14";"91,79"
"317220 WENCESLAU BRAZ";"140,91";"24,32";"67,80"
"320010 AFONSO CLAUDIO";"113,19";"92,22";"101,90"
"320013 AGUIA BRANCA";"91,41";"73,91";"82,33"
"320016 AGUA DOCE DO NORTE";"103,11";"100,63";"101,88"
"320020 ALEGRE";"92,60";"95,62";"94,10"
"320030 ALFREDO CHAVES";"107,97";"88,51";"97,12"
"320035 ALTO RIO NOVO";"104,35";"95,50";"99,51"
"320040 ANCHIETA";"107,10";"101,70";"104,40"
"320050 APIACA";"77,42";"71,88";"74,60"
"320060 ARACRUZ";"61,42";"43,60";"52,91"
"320070 ATILIO VIVACQUA";"111,43";"106,04";"108,65"
"320080 BAIXO GUANDU";"92,67";"74,93";"84,24"
"320090 BARRA DE SAO FRANCISCO";"84,29";"79,02";"81,89"
"320100 BOA ESPERANCA";"106,81";"89,61";"97,39"
"320110 BOM JESUS DO NORTE";"95,74";"67,74";"79,82"
"320115 BREJETUBA";"107,69";"67,79";"87,10"
"320120 CACHOEIRO DE ITAPEMIRIM";"93,44";"89,57";"91,57"
"320130 CARIACICA";"72,45";"71,91";"72,20"
"320140 CASTELO";"104,30";"101,44";"102,91"
"320150 COLATINA";"59,18";"67,94";"63,29"
"320160 CONCEICAO DA BARRA";"75,81";"64,35";"69,80"
"320170 CONCEICAO DO CASTELO";"78,61";"105,92";"92,11"
"320180 DIVINO DE SAO LOURENCO";"98,36";"53,62";"74,62"
"320190 DOMINGOS MARTINS";"98,93";"100,46";"99,67"
"320200 DORES DO RIO PRETO";"138,36";"106,86";"120,00"
"320210 ECOPORANGA";"101,80";"68,42";"83,39"
"320220 FUNDAO";"96,64";"116,41";"106,30"
"320225 GOVERNADOR LINDENBERG";"122,88";"66,67";"90,88"
"320230 GUACUI";"89,72";"92,75";"91,18"
"320240 GUARAPARI";"84,42";"73,61";"79,44"
"320245 IBATIBA";"119,21";"113,79";"116,52"
"320250 IBIRACU";"96,86";"101,95";"99,36"
"320255 IBITIRAMA";"95,15";"48,08";"72,27"
"320260 ICONHA";"69,66";"112,59";"88,18"
"320265 IRUPI";"110,86";"86,02";"98,06"
"320270 ITAGUACU";"93,84";"75,78";"84,36"
"320280 ITAPEMIRIM";"86,27";"62,60";"75,63"
"320290 ITARANA";"133,01";"87,88";"107,66"
"320300 IUNA";"87,79";"74,69";"81,12"
"320305 JAGUARE";"100,00";"105,37";"102,56"
"320310 JERONIMO MONTEIRO";"110,00";"109,09";"109,54"
"320313 JOAO NEIVA";"93,30";"94,57";"93,92"
"320316 LARANJA DA TERRA";"137,50";"69,67";"98,10"
"320320 LINHARES";"65,49";"53,11";"59,54"
"320330 MANTENOPOLIS";"105,17";"89,89";"97,24"
"320332 MARATAIZES";"104,36";"113,74";"108,80"
"320334 MARECHAL FLORIANO";"78,63";"100,50";"88,39"
"320335 MARILANDIA";"111,54";"114,17";"112,84"
"320340 MIMOSO DO SUL";"81,82";"67,49";"74,35"
"320350 MONTANHA";"91,14";"91,89";"91,51"
"320360 MUCURICI";"85,87";"86,08";"85,96"
"320370 MUNIZ FREIRE";"94,62";"74,90";"84,78"
"320380 MUQUI";"108,07";"90,86";"98,85"
"320390 NOVA VENECIA";"84,48";"72,20";"78,67"
"320400 PANCAS";"109,91";"71,39";"86,82"
"320405 PEDRO CANARIO";"108,46";"50,12";"75,55"
"320410 PINHEIROS";"81,53";"57,51";"69,30"
"320420 PIUMA";"85,32";"67,83";"77,61"
"320425 PONTO BELO";"108,33";"87,88";"97,27"
"320430 PRESIDENTE KENNEDY";"139,39";"115,22";"129,46"
"320435 RIO BANANAL";"114,36";"89,41";"100,91"
"320440 RIO NOVO DO SUL";"100,65";"78,87";"90,24"
"320450 SANTA LEOPOLDINA";"72,30";"61,39";"66,67"
"320455 SANTA MARIA DE JETIBA";"93,72";"87,32";"90,86"
"320460 SANTA TERESA";"109,90";"104,31";"107,30"
"320465 SAO DOMINGOS DO NORTE";"98,99";"101,83";"100,48"
"320470 SAO GABRIEL DA PALHA";"94,88";"90,31";"92,56"
"320480 SAO JOSE DO CALCADO";"85,71";"100,79";"92,67"
"320490 SAO MATEUS";"80,86";"43,94";"63,53"
"320495 SAO ROQUE DO CANAA";"118,95";"78,87";"94,94"
"320500 SERRA";"91,72";"80,46";"86,69"
"320501 SOORETAMA";"97,68";"97,23";"97,46"
"320503 VARGEM ALTA";"92,86";"75,26";"83,66"
"320506 VENDA NOVA DO IMIGRANTE";"96,55";"93,57";"95,16"
"320510 VIANA";"98,63";"97,36";"98,03"
"320515 VILA PAVAO";"103,81";"100,00";"101,81"
"320517 VILA VALERIO";"102,54";"97,13";"99,75"
"320520 VILA VELHA";"81,21";"79,43";"80,42"
"320530 VITORIA";"91,02";"89,73";"90,44"
"330010 ANGRA DOS REIS";"57,80";"29,17";"43,75"
"330015 APERIBE";"79,45";"88,62";"83,64"
"330020 ARARUAMA";"84,01";"51,37";"68,04"
"330022 AREAL";"92,27";"108,28";"99,70"
"330023 ARMACAO DOS BUZIOS";"52,34";"40,97";"48,11"
"330025 ARRAIAL DO CABO";"52,38";"32,78";"43,80"
"330030 BARRA DO PIRAI";"68,98";"39,24";"53,42"
"330040 BARRA MANSA";"73,44";"36,06";"54,75"
"330045 BELFORD ROXO";"27,80";"13,23";"20,77"
"330050 BOM JARDIM";"99,49";"48,66";"67,42"
"330060 BOM JESUS DO ITABAPOANA";"58,03";"34,26";"46,61"
"330070 CABO FRIO";"89,28";"63,79";"76,75"
"330080 CACHOEIRAS DE MACACU";"54,70";"35,40";"45,78"
"330090 CAMBUCI";"84,11";"46,15";"64,06"
"330093 CARAPEBUS";"73,94";"48,91";"60,74"
"330095 COMENDADOR LEVY GASPARIAN";"99,14";"49,52";"75,57"
"330100 CAMPOS DOS GOYTACAZES";"107,40";"54,37";"82,69"
"330110 CANTAGALO";"73,66";"51,38";"61,35"
"330115 CARDOSO MOREIRA";"113,60";"33,77";"69,53"
"330120 CARMO";"82,35";"40,43";"60,75"
"330130 CASIMIRO DE ABREU";"58,62";"23,89";"43,23"
"330140 CONCEICAO DE MACABU";"46,32";"14,93";"30,18"
"330150 CORDEIRO";"88,81";"87,06";"87,97"
"330160 DUAS BARRAS";"122,66";"52,94";"84,70"
"330170 DUQUE DE CAXIAS";"93,56";"83,74";"88,99"
"330180 ENGENHEIRO PAULO DE FRONTIN";"144,63";"96,60";"118,28"
"330185 GUAPIMIRIM";"77,97";"59,29";"68,35"
"330187 IGUABA GRANDE";"76,18";"55,43";"67,19"
"330190 ITABORAI";"48,45";"18,34";"33,98"
"330200 ITAGUAI";"66,97";"63,38";"65,32"
"330205 ITALVA";"78,85";"79,19";"79,03"
"330210 ITAOCARA";"77,98";"68,20";"73,23"
"330220 ITAPERUNA";"69,50";"65,14";"67,34"
"330225 ITATIAIA";"94,69";"148,40";"120,71"
"330227 JAPERI";"35,59";"10,61";"22,87"
"330230 LAJE DO MURIAE";"136,67";"54,84";"86,93"
"330240 MACAE";"43,00";"28,46";"36,57"
"330245 MACUCO";"66,37";"98,75";"79,79"
"330250 MAGE";"87,78";"52,09";"71,08"
"330260 MANGARATIBA";"48,11";"42,98";"45,74"
"330270 MARICA";"102,56";"100,57";"101,65"
"330280 MENDES";"48,51";"41,88";"45,29"
"330285 MESQUITA";"82,85";"38,44";"61,70"
"330290 MIGUEL PEREIRA";"85,36";"57,97";"72,70"
"330300 MIRACEMA";"79,94";"22,50";"50,98"
"330310 NATIVIDADE";"72,07";"66,10";"69,10"
